gender,age,tenure,monthlycharges,paymentmethod,industry
0,25.91904626388431,35.0,39.57581096028263,4,1
0,28.0,9.0,35.17295636101294,1,0
0,45.54226039102332,41.54226039102332,75.37975795221004,3,0
0,53.095610821623595,39.0,108.00406948962384,7,0
1,26.400627007128012,17.0,26.638564459153574,4,1
0,55.201263788134476,9.0,28.578230696611737,2,0
1,35.67070986538731,59.219526756408456,36.53083116134893,4,0
0,54.88509365663809,6.11490634336191,89.52872658584047,5,2
0,41.992325708984396,54.9961628544922,47.504297602968734,4,0
0,23.00803279095673,43.99598360452163,73.78072336355667,3,1
0,33.41687217654713,1.0,79.28746917351793,5,2
0,63.84206935940839,18.0,36.94632745819227,2,1
1,60.89097614512435,3.9454880725621737,29.901053358730366,8,0
0,56.685956193081566,19.0578685792447,89.14280176775499,5,1
0,58.0,65.50560737211067,23.67717085405999,4,0
0,38.43315837125448,56.783420842926155,60.6041212838199,4,1
0,43.872625885485895,13.872625885485895,43.45940757230375,3,0
0,62.17421857892287,1.912890710538566,48.758183880304195,3,2
0,45.51261555832796,43.46215332501613,53.33134148808489,2,1
0,49.0,1.0,45.564849634507894,5,2
0,19.785253300403447,56.73824889986552,60.56036838571948,7,0
0,66.37575926300248,50.87879631501241,32.758727222109925,8,0
0,63.82938515014237,21.170614849857625,23.117348954336002,7,0
0,27.0,2.8096630249049523,25.17386520996198,4,1
0,58.082779408175135,10.248338224525412,27.611951614093385,8,1
0,47.892882934675285,29.0,45.68752708140905,2,1
1,22.102303987096818,7.0,48.01859582546241,2,0
0,69.56914172461772,23.56914172461773,36.13416206119573,2,1
0,25.312191883786387,35.0,40.90589874751648,3,1
1,60.099555360266734,65.82466652020005,57.27515562390664,8,0
0,45.20369933658487,30.388901990245397,39.781852026536605,4,1
1,48.0,3.668250430725356,90.10797302700999,3,0
1,28.02846350082852,56.94307252125196,61.2840615657303,2,1
0,61.791284292496684,30.37385287749005,46.64215586324701,4,1
1,52.594463717245745,31.405536282754255,60.09184084972584,4,0
1,34.66077970160821,18.643118806432867,64.83587128385972,4,0
0,37.63378634613225,5.45540455128925,85.37722977243554,3,2
0,41.0410681727904,63.83572730883838,76.93776248510417,7,0
0,25.0,38.76552477341026,103.38165961631206,4,0
1,60.783822180368404,59.0,85.11784532517184,4,0
0,31.959953540535626,51.06006968919656,32.3456297340572,4,0
0,35.812479175468766,12.0,23.10253248626872,8,0
0,68.38746646382175,42.61253353617824,41.57581564096451,2,1
0,41.58342151901844,1.583421519018435,81.08740740503065,5,1
0,38.0,8.0,50.79351092222458,3,0
0,61.23840863458431,24.857612951876465,29.624005396615196,7,0
1,19.03941148241729,48.0,63.35953232047799,6,0
0,56.98511153644404,60.646815381925386,22.274706267610046,5,0
0,49.3426218059876,28.2191260646708,44.81246991482634,2,0
0,31.0,1.1128431871836213,69.90155886846526,5,2
0,37.0,20.40356604537434,73.58035660453744,7,0
0,53.96937903387261,42.51531048306369,58.881180926038915,2,0
0,46.94626469191013,20.946265170876064,46.61540054453725,2,1
0,63.38048188549303,7.380481885493036,20.057072282823956,0,2
0,18.21225117098199,49.78774882901801,66.38403059129936,7,0
1,30.468643168247304,37.93728633649461,54.30180183737277,2,0
1,31.187333038981293,61.39577767966043,98.85973545645703,1,0
0,58.83945573330905,44.999999268143306,53.30205035189919,4,1
0,38.61120443754048,59.38879556245952,46.875170919016156,8,0
0,45.29966868384149,46.599337367682985,33.662251800280465,6,0
0,27.0,21.848408382235288,48.58518438470308,8,1
0,45.0,2.071269001175149,70.8411472244418,5,2
0,22.38170920124521,2.236581597509576,19.902683680498086,5,2
0,25.95798288032279,43.95798288032279,32.557058801622595,4,0
1,65.66673152985759,8.000000088230134,34.87669277690883,5,1
0,39.0,1.489029256954938,32.23561170278197,2,0
0,56.284942835541266,11.0,97.14253891966077,1,2
1,68.0,1.0,74.32571198269537,0,2
0,48.04417169060236,41.8895707734941,73.95190173645778,3,2
0,44.0,2.0,43.269616568245446,7,0
0,44.66830445316846,30.0,103.66427997393137,1,0
0,45.61230484516099,5.775390309678014,85.7652341858068,5,2
0,36.72326359822362,10.41510460266457,101.42024267769071,1,0
1,68.73816827053685,53.523663458926315,44.02757230685642,3,1
0,25.28607117044752,36.856964414776236,44.60431604948804,8,1
0,54.06128536462597,12.12257072925193,50.127413901088566,4,1
0,48.0,3.0,46.98802496369368,2,0
0,59.0,25.0,52.00969232428008,2,1
0,31.711102246871747,34.57779550625651,95.59223640500521,8,0
0,48.41829111109349,21.581708888906515,94.1162069555515,3,0
0,44.30941279487045,48.54706397435222,109.94479018230514,2,0
0,52.06327544414651,1.9367245558534902,79.81767992698826,5,2
0,20.0,18.06270620430829,63.96349843074388,7,1
0,53.0,9.508238340227367,84.11544145174086,4,0
0,57.35683219312699,40.35683163078154,51.89552649844498,1,0
0,59.32446504372007,63.78368997085329,112.10388659797312,8,0
1,30.0,33.526320587450535,55.07474165607537,8,0
0,46.07066588093759,30.0,104.47484487918193,1,0
1,70.0,38.977473996038555,44.728560498397485,2,1
0,54.191736217390265,1.8082637826097336,47.67069613304055,0,0
1,49.889005439660735,18.666491840508893,83.59651806443256,8,0
0,30.16783857852227,19.0,116.48016203584807,7,0
1,47.79300639875494,7.793006398754942,100.5188102380079,5,2
0,51.702811495782946,59.14859425210852,44.83682716000914,1,0
0,54.0,51.831471297651724,45.00780706689913,8,1
0,32.28781382966716,8.287813829667156,85.67048377664977,5,2
0,29.0,33.0,71.207846234495,5,0
0,45.2741203638192,6.451759272361599,86.17105556341696,5,2
0,38.34464961043746,10.344649924372025,30.441511642493424,7,1
0,36.7398678266004,49.95947130640161,52.256389844294645,8,1
0,45.42195431090373,24.0,75.5476840088163,3,2
0,70.0,2.7617869282465675,80.24516150336028,5,2
0,54.0,40.859452872004454,21.603246207597994,1,0
0,69.28647373774459,1.0,27.50578862769409,8,1
0,46.48192283480244,9.0,34.65576850440732,8,1
0,38.00793569320239,62.24404823009821,38.1448211902617,3,0
0,49.49040732771729,38.0,21.148488793260746,7,0
0,59.59132936808564,38.408670989604445,49.882586933372274,3,1
0,29.071403118469362,2.9285968815306385,74.14284187108161,3,2
0,39.73874350961593,55.78376922743611,48.492340613461856,2,1
0,19.918803661013843,54.77492845198154,97.70737893514101,4,0
0,64.53016256867714,57.20475423313885,43.78493679416304,8,0
0,38.60761509939782,25.39238518868651,32.986946649743736,2,1
0,21.614258862620773,33.192870553177,40.41094205109496,2,1
1,47.09271481081027,8.0,100.62317870270256,5,2
0,51.0,48.532222874856195,54.78931190732456,2,0
0,60.64328313955791,42.178358430221046,39.71491054069284,2,1
0,53.0,55.0,104.16723457321989,5,1
1,46.83243470481708,41.0000012285587,62.30854053643823,4,1
1,69.0,52.43471601305465,43.869421399782425,4,1
1,67.92909600032617,22.482274000081542,69.14937708027888,0,1
0,39.057310310010486,1.9426896899895132,45.017193093003144,5,2
0,59.174589851247184,27.65082029750563,61.26289431502035,7,1
0,37.707426275161936,31.585147449676136,36.989776135918035,8,1
1,21.4235558899819,25.135333834972847,28.266766691748643,2,0
0,67.89835527516766,25.101644724832333,41.83185201127479,2,1
0,55.913430732772916,60.834627706890835,118.93054363689416,8,0
0,57.124107367713776,3.875892632286223,98.2116966309424,0,2
0,63.60707452752486,5.0,76.47573615119205,9,0
0,52.72113235735682,36.884529429427296,118.31306928603345,4,0
0,23.1837846651079,24.8162153348921,25.744758889561123,0,1
0,24.34322900076679,63.32838549961661,71.8342680458473,5,0
0,38.97442401384383,9.025575986156172,94.77691819896171,5,2
0,66.0495297551523,1.0,45.39752351224239,6,2
0,29.502361945960136,1.0,20.200944778384052,6,2
0,30.0,51.40788960850728,47.44910033252464,8,1
1,67.2796363184932,1.7203636815067938,29.1173528455478,0,1
0,31.0,24.409110982402698,82.21002355268584,6,0
0,20.2719877422038,39.4560245155924,97.9624557729727,3,2
0,48.37370468966403,33.25259062067194,100.0780278517248,5,2
1,30.0299159045749,22.74252099729296,35.991186562287865,8,1
1,47.451161010787395,57.548838681423355,42.189421094261775,1,0
0,40.45778574239475,1.385553564401314,27.22167911185112,8,1
0,48.959885254875985,28.986628418291993,112.91756442901155,8,0
1,43.71200214978631,1.0,25.049200752425207,5,2
1,33.0,2.0001852727903686,69.63750694772963,5,2
1,25.389766297367643,14.805116851316178,35.68175301340757,4,1
1,56.273690333172716,28.726309666827287,80.06105064171888,0,2
0,25.79084172249881,0.9999999065518046,38.28892744617382,4,1
0,50.680214187263964,2.7868094581759744,19.779080055132184,6,1
0,26.0,12.0,39.28786893268895,8,1
0,46.424240643860635,16.287879678069682,93.25999823742202,6,0
0,56.72469625426182,3.449392508523649,100.9104857412078,6,1
0,42.163584403420145,59.672831193159716,78.24844989032256,9,0
1,36.1375103781017,59.687551890508495,37.04463818018915,4,0
0,50.0,26.579985705626136,99.72119799878766,5,2
0,67.0,37.852212391201675,45.36482301076176,2,1
0,40.959066055625655,21.08186788874869,28.560403429204005,7,0
0,55.90067701708056,2.0496614914597187,26.02975189612598,4,1
1,34.11759597587077,22.623519195174154,27.993519195174155,8,0
1,57.81068089265336,56.06310640943226,42.87966073489213,4,1
1,23.0,2.350781662979677,43.51686281251806,8,0
0,20.0,1.0,80.29543301031481,5,2
0,36.325466207891544,52.662733103945776,41.98493734335997,8,1
1,39.35919956288019,27.820400218559904,77.41159588853445,4,0
0,50.71864937814616,5.155948134438475,48.56897136807845,5,2
0,50.54242466774957,58.999999706114295,48.15636351459357,4,1
0,21.475385855355483,14.0,35.752696957583055,9,0
0,24.783000231347202,15.349000694041607,84.43133976402585,7,0
1,19.500306458863026,56.00061291772605,36.73558533642837,4,0
0,50.0,12.456817804556135,44.501658362793336,5,1
0,57.691334698197544,14.154332650901228,38.63340287610382,2,1
0,45.77152572281721,2.0,30.244535482557634,4,1
0,20.978586599084394,17.7446466497711,109.79172914668084,1,0
0,39.17202353649775,14.483929390506756,28.57901765237331,7,0
1,63.244011922747696,11.999999814710105,35.810000673374766,8,1
0,31.018818441206157,59.0,49.204463973568004,1,0
0,61.466253281527834,49.06749343694433,32.35454566838325,1,0
0,58.04032188518118,35.416128754072474,102.2563710303337,0,2
0,55.0,4.195385917235257,47.941751659044776,8,0
0,67.69981407624972,29.15009296187514,78.72715843255298,8,0
0,37.14864944185255,34.38288314728418,80.07450381706111,8,0
0,35.842773138467564,13.28092437948919,96.77079748318036,6,1
0,24.809928463760023,58.90496423188001,50.2415317582588,4,1
1,53.83133433410511,28.168665665894892,78.95020239902524,6,0
0,27.745548417329477,60.250890316534104,74.8101068379841,9,0
1,49.0,7.798874535833111,81.56677260606286,5,2
1,24.0,1.7865229701984304,25.605501306010108,4,1
1,63.383287292353224,2.233425415293552,79.86325966776516,5,2
1,56.860798936915494,27.0,44.94946924661113,8,1
0,60.653803113319675,3.038590660040983,104.2892169962623,5,1
1,53.61514700449785,27.34621324887554,107.28771250461769,8,0
1,32.35019868102322,7.949403956930343,33.339841055181424,8,1
0,24.468878331977834,61.76556083401108,98.22749919501665,6,1
1,42.2303841059387,1.884807947030651,28.26232066223084,1,0
0,36.23135764225941,9.76864235774059,93.6082983715272,6,0
0,22.383033431571842,57.59575835789296,51.55552056294884,2,1
0,31.97979558928924,12.006734803570254,95.51784722946117,6,2
1,48.47422811299784,17.0,33.636907373559744,8,1
0,30.61216085262279,56.999999302904236,57.51796579609955,8,1
1,66.0665103674171,54.0,40.61819657148997,8,0
1,39.43079923539064,57.0,58.68497074549413,2,0
0,30.03441885538706,33.51720942769353,72.2954421550798,7,0
0,65.3036370034401,23.000000651178087,47.88472813036654,4,1
1,62.0,63.425872566388904,90.29223246725333,4,0
0,41.45022014088993,17.290043273521675,43.42385168354391,8,1
1,33.00731960526767,43.40292784210707,22.636594635788608,4,0
1,37.73479146300317,16.26520853699683,40.27070397522298,3,1
0,44.16975920139283,7.830240798607173,70.84443343749291,5,2
0,67.90435930397628,55.47820348011858,30.382856021307983,8,0
0,44.16172765111589,41.83827234888411,106.81811157979699,7,0
0,23.0,26.0,80.85935671033835,4,0
0,63.34382511545421,23.999999613755733,31.221211508090068,3,0
0,67.0,50.547324684339486,47.02440413763424,8,1
0,61.0,21.0,46.854126864297506,1,0
0,45.25551906972361,26.0,50.962357918600816,4,0
0,66.04783344991634,8.682611149972114,22.846314042389853,0,2
1,39.559361802756065,47.77968035357999,46.29374474339454,2,1
1,40.48469481200562,65.51530518799437,86.48448463772895,5,0
0,36.10236708458321,51.0,51.494100880804005,8,0
0,32.75177078768298,53.24822921231702,27.063535196631957,3,0
0,30.281299441694586,42.09376648056486,36.59282881575921,2,1
1,22.0,3.0,79.83585879348905,3,2
0,51.06565407480279,31.467172962598607,37.101389025885844,8,1
0,70.0,25.0,86.25193104457988,9,0
0,27.30508162021849,60.694918379781505,104.85762243032775,3,2
0,44.01055112245019,37.00000144869019,38.79455961537929,2,1
1,46.6059098472255,60.0,111.681138239294,7,0
0,42.8509518994068,9.2980962011864,66.841720959355,6,1
0,30.270705710123654,11.308282819740842,44.25105096231153,8,1
0,24.964784826474478,9.070430347051047,24.519658941077232,4,0
0,39.25382036144773,30.746179638552274,39.726358565062206,7,0
0,67.5938851891514,67.39592345943426,103.28653494051913,3,1
1,25.481781085129924,10.0,70.04817810851299,5,2
0,20.462659503156818,5.925319006313638,81.04626595031569,3,2
1,47.616089122008546,3.3839108779914513,90.47882920045514,4,0
0,37.15770325713244,51.0,44.79700094895148,8,1
0,51.27155045517748,55.18534874101851,38.803100638685244,8,0
1,61.05135463231001,64.05135463231001,89.58524464311893,4,0
1,20.0,14.9999994340676,47.85983436567431,3,1
0,68.0,4.047355295586192,37.50139020932692,8,0
0,45.67901780487299,34.66049109756351,78.9452801115832,7,0
0,34.59762694927753,19.195253898555066,65.17922353065472,4,0
0,58.40398628561249,33.701993142806245,36.01544470845793,8,0
0,29.374521939575338,7.625478060424661,38.33929976948836,2,1
1,66.69028485184236,14.690284851842357,30.37068666297341,8,1
0,36.745999671133724,8.745999671133726,38.3198601940311,1,0
0,57.0,1.6271111121577668,29.393961480553447,0,1
0,60.304205033059255,29.087384615961508,43.331517741852124,3,0
0,70.0,22.83262651503832,71.18333428300637,1,0
0,43.0134670959524,60.995510968015864,106.0,5,2
0,47.54972318955841,20.45027681044159,34.48784703995127,4,1
0,46.50506077927289,9.252529693372539,30.759796557378653,8,1
0,21.771317481537295,64.34302377769406,90.66964169292767,8,0
0,69.15273059003728,46.4581911159899,40.637559141768506,4,1
0,29.38198296434388,32.206005782953554,37.03266074576544,3,0
0,43.047904348347075,54.191617393388306,88.10131756588426,8,0
1,22.3162684624037,16.658133537191464,32.04032946659901,2,1
0,52.02839268109939,42.957410978350914,22.719494707993228,6,0
0,64.48417333739812,46.838608887533965,43.57309875818411,1,0
0,46.42571160244217,68.42571160244218,75.10023459984659,0,0
1,22.682095326226715,17.63580916035418,31.737746336575395,2,1
0,40.0,22.00877721194793,37.14482144495072,1,0
0,24.382132908825987,2.2357341823480246,74.89677278147379,5,2
1,59.396381260674616,27.09457148810091,44.83909411265655,4,0
0,21.962603009591202,34.962603009591206,50.361607846764144,2,0
0,28.51609576951779,47.50536522970467,45.90752285967002,4,1
0,65.0,11.0,98.52991039155474,5,0
0,28.365443532258475,67.73088706451695,73.05104024838899,4,0
1,29.105931610970416,63.75762735561183,57.04580460488604,2,0
1,22.36223990769004,46.0,108.67300795846052,3,0
0,67.06910336162014,25.930896638379867,91.41343042830594,7,0
0,66.0,65.18693142944144,24.416170400121803,1,0
1,27.664177925705886,43.664177925705886,58.44482447183765,8,0
0,31.488117543433734,3.000000532699674,34.16519015815577,3,1
0,42.37387440557176,7.81306279721412,29.001823758066074,4,1
1,25.297688788283942,1.0,69.82061632312428,5,2
0,46.571355720791466,64.85677860395734,48.90593283762559,1,0
0,56.88550651070861,56.3714978297638,97.3936907378803,8,0
0,51.43031124324811,46.64546686487217,93.2280784664791,2,0
0,27.745064202467855,16.49012840493571,29.599982743258604,8,0
0,27.92366483754965,26.770994512648958,37.83450274367552,4,1
0,34.99503626234535,11.002481868827324,94.99818823575605,4,1
0,64.03245107679068,49.0,39.906874559931154,3,1
0,60.0,55.47117645648935,96.43483824622075,5,2
1,66.6896928842083,22.069078466918167,34.296206042564506,8,1
0,23.197378301334897,39.60087389955503,53.44824469187541,3,1
0,49.24225715758477,35.0,54.74763256642118,6,0
0,50.0,5.593024212624127,32.86662959928582,3,1
0,68.81821536967,10.0,30.494093844846127,8,1
0,57.08147839722948,31.000000177803564,40.240738264888485,4,1
0,51.093985002006235,1.0,75.36306387314424,5,2
0,70.0,13.661186978395152,88.76547796388945,1,2
0,30.405148553678405,7.0,31.438320719084597,3,1
0,38.23901453466594,32.52197093066811,97.66506706489646,9,0
0,41.0,31.000000388415316,41.57949276715791,2,1
0,43.0,36.64038074664424,102.9608226287751,5,0
0,50.70100845665719,47.85050418949152,54.46291108611489,2,1
0,50.481738536770436,2.4817385367704357,19.690695756065175,4,2
0,32.914853346068085,13.829706692136178,108.60356668258511,7,0
1,60.69282645991116,52.30717354008884,56.352354381392004,4,1
1,41.27398878154302,19.72601069991168,33.349849213674226,2,1
1,20.593056189967356,1.0,35.23838921878303,6,1
0,48.0,39.02154549050016,62.255980969135265,8,0
0,30.666722336581852,13.0,97.6026869305158,1,0
0,46.75745572341703,41.0,96.02049857408623,1,0
0,20.87508035216476,4.708306549278414,70.24417255915876,4,0
0,69.0,12.697238183584872,28.68924349699862,2,1
0,61.0,2.0,69.11127064757012,5,2
0,58.0,58.44621951409834,24.473590974456407,4,0
0,23.369354130089434,58.369354130089434,48.76058260095317,4,1
0,48.672514522749225,52.68128630687306,74.80578954362056,6,0
0,48.23647678494428,69.88176160752786,65.24324557161337,3,1
1,54.09210957501245,26.046054787506225,41.47033177163315,8,1
1,56.134428779905235,34.46228488037906,101.46855867775167,5,1
0,52.42278392699105,55.6911357079642,53.9296710538717,2,0
0,59.370189337124785,12.348075734849914,108.80992550090617,7,0
0,34.016660471244215,23.016660471244215,33.20382447387923,4,1
0,46.0,53.66105522465155,44.19884417972124,4,1
1,20.386980691984327,29.795660230661444,80.21397776337443,6,1
0,52.15496594758477,46.76754995932366,40.72793902787361,8,1
0,18.71768616578928,40.43537233157856,28.294898940947576,2,0
0,36.92648414167156,41.0,26.87578715118082,7,0
1,33.46152183380635,6.0,59.23204784565331,1,0
0,50.86795594828904,1.0,74.58776255604569,5,2
0,41.0,24.86894136919571,55.59316009828981,4,0
0,63.405211284184446,22.202605642092223,35.580319021462074,3,1
1,49.49205130809359,44.49205130809359,41.34906918467434,4,1
0,68.49933844836009,19.750330775819958,71.3541862914829,8,0
1,23.0,11.621430338026437,40.72746423602365,8,1
0,48.48551039768796,34.45653119306388,40.894997825595304,2,1
0,47.713670699446354,66.28417674861588,114.11092559733325,3,0
0,36.93375619824621,58.06624380175379,49.1077272521312,4,1
1,60.43887944764108,11.280560276179461,46.689698645799716,4,1
0,54.072310772505475,6.536155386252736,50.94476195428824,2,1
0,41.8479117408909,33.28263699115034,42.399543455629605,8,1
0,52.66930996350449,24.0,97.21423483357586,6,0
0,53.81663092542682,11.244492099430907,20.09388769751423,3,2
0,57.294945824042344,2.4101083519153157,75.7654512416381,5,2
0,36.0,62.573609181492635,108.16311845361602,6,0
0,54.513855318682886,24.24307237343989,51.07100637365737,8,0
0,49.067363271487274,15.378242513442661,30.26922286352291,4,1
0,44.86364105241716,28.0,98.78590820004075,7,0
0,43.00319081931889,53.99680918068111,105.09872367227244,7,0
1,22.57314167120491,17.000000176930957,31.41851242558012,2,1
1,21.111150879783313,45.0,79.16881690759222,1,0
0,46.969584119192035,58.0,46.51422098264649,1,0
0,60.0,22.273123093860228,78.32578839802414,3,2
0,68.0,56.0,72.71181748222989,1,0
0,43.33786224216674,13.999998726568187,35.83403894006843,4,1
1,47.841551962810094,7.841551962810094,100.59648314049615,5,2
0,67.81338472542292,11.00000006954785,44.81482637387315,8,1
0,39.53189123484838,32.0,50.53153441676756,2,1
0,28.0,24.688618060107416,40.26318651530568,7,0
0,57.19660621448045,10.401696892759777,54.400623183408044,4,1
0,61.502750191609614,51.497249808390386,51.910770053650694,2,1
0,23.642187063161796,19.16054676579045,100.10114446244798,0,1
0,63.0,13.30166569807371,44.07116572093458,3,0
0,31.615064629857812,50.61506462985781,110.04979200940758,7,0
1,49.82432790004409,28.82432790004409,57.57960070907539,6,0
0,59.0,7.947240433160681,31.800623018036283,4,1
0,69.28461898282134,2.4307620343573104,31.318763905424408,8,1
0,63.97326088303049,3.9732609164687123,29.682676133647934,4,1
0,34.80562523685341,45.20140610412943,35.65868916566028,7,0
1,63.99045664693277,54.02863005920168,38.832140579115965,7,1
0,63.92469856640153,3.9246986605686613,29.77834403038206,4,1
1,64.49659013927209,42.62414753481802,24.80170493036396,1,0
0,36.46163394323796,1.0,78.74870044373971,5,2
1,66.97857375469526,7.98571583646351,70.54514446992205,3,0
0,57.45673059288584,13.54326940711416,32.93995178023753,2,1
0,37.65846123068279,7.670769384658605,59.21766145074459,8,0
0,53.15744513029918,5.00000003273816,28.002453400173007,8,1
0,35.09952742665477,34.35070886001785,107.13203780586763,1,0
1,42.25474870733672,32.2737435366836,104.50811141676974,9,0
1,65.351884834347,51.0,58.700412587964166,3,0
1,40.588769390431416,7.294384695215707,30.479591416319966,4,1
1,48.0,30.564652951732903,57.57780334523498,2,1
0,22.24929485798563,5.000000076690008,28.64569656353458,5,1
0,67.92282908084728,50.07717091915272,43.767234578849944,2,1
0,21.907732297129215,14.999999622817613,46.586233769319236,2,0
1,59.59521055397519,27.0,116.92025817757902,1,0
0,63.92078684999163,14.0,33.520196712497906,2,1
1,27.95294162053998,53.094115922374435,43.91270435361366,3,1
0,36.03889610073616,65.05834415110424,50.10974253573807,7,0
0,19.622411944453113,4.377588055546889,22.624628598614446,9,0
0,21.414408397718496,2.0,79.63512881760442,5,2
0,46.679130667014114,57.93582613340282,31.8100556159458,3,0
1,54.085880681468446,23.285298296328882,105.94002911925698,5,2
0,46.58051021074506,5.419489789254941,98.41133418150785,2,0
0,27.876129492960672,14.0,35.88565136873084,3,1
0,29.11193457813479,24.888065568388345,32.56410713738319,3,1
0,39.0,4.17148232698505,87.92122071427484,7,1
0,23.568431954330503,13.0,36.83765117837858,4,1
0,66.37597910021712,40.41601393318858,98.40304613060297,4,0
0,59.0,62.03993716514893,61.705419207629795,8,0
0,27.49825305656778,8.74912652828389,38.90453518909854,2,0
1,49.0,56.509656885227876,44.220665160798596,2,1
0,42.817730812638004,31.091134593680998,27.685294438486494,3,0
0,40.644430346731475,2.7851898844228415,79.47518354045201,5,2
0,54.97481260620162,51.51259357410803,40.97657466100428,3,1
1,26.672229897688666,6.054628350385222,99.0993625310724,0,0
0,40.88552661296638,2.0572366935168094,94.18225662500979,4,1
0,30.069001380287418,1.138002760574832,35.634181683950644,4,1
0,63.0,28.898985215234386,38.96111162632422,2,1
0,34.094609488229366,2.358085767655947,81.39425191632546,5,1
0,67.67132284400326,45.67132284400326,104.4820077116383,7,0
0,24.737279056438698,12.262720943561304,92.33774772706714,5,2
0,30.638757505274206,41.94449699789032,112.2540917780063,0,2
0,19.621644395684832,65.35134224172607,104.20920308136775,5,0
1,27.856431751229053,54.0,63.11927255210093,8,1
0,56.352708810493816,25.64729118950618,51.59038375323456,7,0
0,56.29099848867362,1.5819969773472409,74.68464826197466,5,2
0,64.17525397323021,44.412373108625985,40.69999819773026,3,1
0,24.0,22.820591789324148,90.87527776910892,0,2
0,56.607732958476454,50.21546591695291,35.64397551643462,4,0
0,36.104896289787874,1.5524481448939382,90.50153605028167,9,0
1,55.0,9.539996557838277,28.230904010118408,2,0
1,38.0,10.357754318799493,35.222425378430515,2,1
0,64.93609905795162,45.06390094204838,49.378073023127136,7,0
0,39.07433460888607,29.85133078222786,54.1834904760952,8,0
0,29.538548794777185,1.0,85.05191326058757,5,2
0,59.260637353312674,42.0,38.78771230312321,3,1
0,37.0,37.472226425756205,85.0152716826535,4,2
1,42.57423526131053,3.5742362441563973,47.307215108293406,3,1
1,69.6070906643951,51.21418132879021,46.059100951958676,4,1
1,38.258710947415636,4.0,80.51816211582016,5,2
1,45.0,71.30561566487557,114.91830500923363,0,2
0,62.79418234531718,3.2058176546828165,105.84854558632931,5,2
0,62.0,64.49913549987424,85.09639048127043,7,0
1,62.062360220042095,5.688198894812778,38.611247203369736,2,1
1,35.64059044284633,1.679704778576834,25.130073805355792,5,2
1,54.57018163175469,14.289455104735918,58.23887234509712,7,0
0,61.61019600898584,20.389803991014166,48.74024294489076,2,1
1,55.94237143946842,23.884743191667354,38.32583194506343,3,1
0,67.57640185973341,31.423598140266588,85.91036680819745,2,1
0,44.92787628790069,41.97595876263356,43.63398969065839,8,1
0,39.0,32.0,50.61767462016962,3,1
0,46.37667682309313,1.0,71.1090815559587,5,2
0,40.25130152156085,28.502602982080408,34.4081782402608,4,1
0,46.0,20.147431522744252,67.48992336061146,8,0
0,44.13282264554865,37.60153206335406,53.695708907962725,8,0
1,47.044156852824834,8.955843147175164,36.27888469040675,8,0
0,64.52656938831026,30.76328469415513,77.90792194961524,4,0
0,45.35215362744826,68.46953816993101,96.55416187745519,2,0
0,32.61208494993562,42.09697871203619,58.96756803417704,2,0
1,36.16712050834573,61.11141367223049,94.3653403812593,7,0
1,48.2584476002055,33.64611900051375,103.20622367787773,7,0
1,54.11548215893407,22.00000026719905,37.505900999137516,7,1
1,29.845012237155775,1.845012237155776,27.85894429850391,1,0
0,55.17715043337481,24.0,50.725263355367346,8,0
0,48.271664191363655,32.45667168388014,38.965036229147124,2,1
0,35.79248731292829,38.20751255726974,55.90987606087661,7,0
1,49.70457796368623,9.59084407262753,74.04023605019529,6,0
1,61.4527973380046,24.90944053239908,88.60379726066597,1,0
0,57.66800325074301,32.336006501486025,35.883328094350105,2,1
0,67.0,42.73334621768836,49.01800162202825,0,1
0,22.851845925838887,69.40738370335555,115.32925042949994,2,1
1,40.18280894927336,56.634382041058785,46.38858388593125,2,0
1,30.98633831452939,15.959014943588171,75.59590149435881,7,0
0,52.79145271103023,1.0,20.43743581330907,6,2
0,38.05788863348673,31.115777266973467,99.98068097574797,4,1
1,56.23964578495756,60.76035421504244,52.89810351135619,1,0
0,55.12955655110398,56.96761086222401,113.0131588186632,0,1
1,62.007530461117945,7.335843487039316,98.28021040054666,7,0
1,67.97226694857346,39.027733051426544,99.14851493588765,5,0
0,43.81342052393945,52.79664486901514,50.49257776639544,4,1
0,60.648073798120656,37.98605534859049,84.91237059073961,3,0
0,49.29450997532688,1.0,72.60241153330871,5,2
0,57.62499108576204,27.62499108576204,22.043749376003344,9,0
0,32.99760617302349,27.251795104678102,47.589160814555584,2,1
0,67.76400339409076,1.0,69.3443986423637,5,2
0,32.0,22.85645503267341,50.59922992304671,7,1
0,60.0,14.07295574812973,113.40607801825436,2,0
1,64.0,67.0,87.98260201242194,4,2
0,32.025725758753985,7.48713684817382,29.91761861854209,2,1
0,27.689595162376293,27.155202418811854,37.494956492722814,4,1
0,48.238815230977515,71.76118476902248,92.25337545982852,2,1
1,42.706956318493425,54.70695486157914,59.88316646297735,8,1
0,57.69130708069429,46.65434645965286,56.06495559256394,3,1
0,42.12748004817064,1.2549600963412753,70.99801596146348,5,2
0,37.51170487898619,66.73244268152072,25.62203947637374,3,0
0,63.09978028262994,17.09978088758198,33.747139415602454,2,1
1,54.22251787666945,43.148345251112964,52.50153667031163,4,1
1,65.36002619945873,18.0,92.73541185525508,8,0
0,18.777536825723192,5.222463174276806,22.29935167790343,9,0
0,58.73717523428947,46.737175313868526,40.41080083603313,8,1
0,52.737514992099406,62.0,76.15852578641098,6,0
0,54.41878452251062,51.1624311093711,45.143325210052126,8,1
0,34.28183205243948,29.0,42.43121829791585,8,0
